"zipcode","neighborhood","dayofweek","hour","temperature","rain","regression","xgb"
"10107","Chelsea and Clinton",0,8,19,0,2,0
"10468","Bronx Park and Fordham",0,8,19,0,12,5
"10469","Northeast Bronx",0,8,19,0,2,0
"10470","Northeast Bronx",0,8,19,0,1,0
"10112","Chelsea and Clinton",0,8,19,0,19,10
"10026","Central Harlem",0,8,19,0,124,120
"10471","Kingsbridge and Riverdale",0,8,19,0,3,0
"10013","Greenwich Village and Soho",0,8,19,0,429,412
"10115","Upper West Side",0,8,19,0,2,0
"10472","Southeast Bronx",0,8,19,0,6,0
"10473","Southeast Bronx",0,8,19,0,4,0
"10474","Hunts Point and Mott Haven",0,8,19,0,2,0
"10124","Chelsea and Clinton",0,8,19,0,6,0
"10475","Northeast Bronx",0,8,19,0,2,0
"10027","Central Harlem",0,8,19,0,185,165
"10128","Upper East Side",0,8,19,0,715,649
"11001","Southeast Queens",0,8,19,0,1,0
"10014","Greenwich Village and Soho",0,8,19,0,460,453
"11385","West Central Queens",0,9,19,0,2,0
"10027","Central Harlem",0,9,19,0,145,131
"11374","West Central Queens",0,9,19,0,6,0
"10128","Upper East Side",0,9,19,0,552,476
"11415","Southwest Queens",0,9,19,0,11,1
"11003","Southeast Queens",0,9,19,0,2,0
"11427","Southeast Queens",0,9,19,0,1,0
"10014","Greenwich Village and Soho",0,9,19,0,503,508
"11377","West Queens",0,9,19,0,62,46
"11004","Southeast Queens",0,9,19,0,2,0
"11378","West Queens",0,9,19,0,3,0
"10153","Upper East Side",0,9,19,0,12,3
"11418","Southwest Queens",0,9,19,0,1,0
"11005","Southeast Queens",0,9,19,0,3,0
"11370","West Queens",0,9,19,0,12,0
"10154","Upper East Side",0,9,19,0,9,1
"11422","Southeast Queens",0,9,19,0,1,0
"11101","Northwest Queens",0,9,19,0,84,79
"11411","Southeast Queens",0,9,19,0,1,0
"11102","Northwest Queens",0,9,19,0,39,25
"11419","Southwest Queens",0,9,19,0,2,0
"10028","Upper East Side",0,9,19,0,497,489
"11372","West Queens",0,9,19,0,19,8
"10155","Upper East Side",0,9,19,0,27,18
"11426","Southeast Queens",0,9,19,0,2,0
"11103","Northwest Queens",0,9,19,0,41,31
"11371","La Guardia Airport",0,9,19,0,68,61
"11104","Northwest Queens",0,9,19,0,33,24
"11433","Jamaica",0,9,19,0,2,0
"10168","Chelsea and Clinton",0,9,19,0,20,8
"11379","West Central Queens",0,9,19,0,2,0
"10029","East Harlem",0,9,19,0,231,215
"11414","Southwest Queens",0,9,19,0,1,0
"11105","Northwest Queens",0,9,19,0,22,12
"11439","Jamaica",0,9,19,0,4,0
"11106","Northwest Queens",0,9,19,0,49,36
"11423","Jamaica",0,9,19,0,1,0
"10203","Lower Manhattan",0,9,19,0,6,1
"11435","Jamaica",0,9,19,0,11,1
"11120","Northwest Queens",0,9,19,0,1,0
"11432","Jamaica",0,9,19,0,4,0
"10016","Gramercy Park and Murray Hill",0,9,19,0,1265,1243
"11413","Southeast Queens",0,9,19,0,2,0
"11201","Northwest Brooklyn",0,9,19,0,212,188
"11451","Jamaica",0,9,19,0,2,0
"10270","Lower Manhattan",0,9,19,0,22,9
"11416","Southwest Queens",0,9,19,0,1,0
"11203","Flatbush",0,9,19,0,3,0
"11429","Southeast Queens",0,9,19,0,2,0
"10030","Central Harlem",0,9,19,0,25,17
"11428","Southeast Queens",0,9,19,0,2,0
"10007","Lower Manhattan",0,9,19,0,203,198
"11430","JFK Airport",0,9,19,0,1105.92613173,1248.86896508
"11204","Borough Park",0,9,19,0,1,0
"11421","Southwest Queens",0,9,19,0,2,0
"10275","Lower Manhattan",0,9,19,0,2,0
"11436","Jamaica",0,9,19,0,2,0
"11205","Northwest Brooklyn",0,9,19,0,41,32
"11375","West Central Queens",0,9,19,0,51,36
"10031","Inwood and Washington Heights",0,9,19,0,62,47
"11373","West Queens",0,9,19,0,43,29
"10278","Lower Manhattan",0,9,19,0,4,0
"11434","Jamaica",0,9,19,0,3,0
"11206","Bushwick and Williamsburg",0,9,19,0,13,6
"11417","Southwest Queens",0,9,19,0,1,0
"11207","East New York and New Lots",0,9,19,0,4,0
"11420","Southwest Queens",0,9,19,0,2,0
"10017","Gramercy Park and Murray Hill",0,9,19,0,712,733
"11412","Jamaica",0,9,19,0,1,0
"10280","Lower Manhattan",0,9,19,0,65,48
"11208","East New York and New Lots",0,9,19,0,2,0
"11209","Southwest Brooklyn",0,9,19,0,4,0
"11210","Flatbush",0,9,19,0,2,0
"10281","Lower Manhattan",0,9,19,0,42,28
"10009","Lower East Side",0,9,19,0,284,282
"11211","Greenpoint",0,9,19,0,65,58
"10282","Lower Manhattan",0,9,19,0,95,89
"11212","Central Brooklyn",0,9,19,0,2,0
"10032","Inwood and Washington Heights",0,9,19,0,48,42
"11213","Central Brooklyn",0,9,19,0,6,0
"11214","Southwest Brooklyn",0,9,19,0,1,0
"10301","Stapleton and St. George",0,9,19,0,1,0
"11215","Northwest Brooklyn",0,9,19,0,45,39
"10033","Inwood and Washington Heights",0,9,19,0,31,24
"11216","Central Brooklyn",0,9,19,0,18,10
"10302","Port Richmond",0,9,19,0,3,0
"11217","Northwest Brooklyn",0,9,19,0,53,45
"10018","Chelsea and Clinton",0,9,19,0,609,605
"11218","Borough Park",0,9,19,0,6,0
"10303","Port Richmond",0,9,19,0,1,0
"11219","Borough Park",0,9,19,0,2,0
"11220","Sunset Park",0,9,19,0,3,0
"10034","Inwood and Washington Heights",0,9,19,0,26,15
"10304","Stapleton and St. George",0,9,19,0,3,0
"11221","Bushwick and Williamsburg",0,9,19,0,14,4
"11222","Greenpoint",0,9,19,0,45,38
"10305","Stapleton and St. George",0,9,19,0,2,0
"11223","Southern Brooklyn",0,9,19,0,4,0
"10035","East Harlem",0,9,19,0,231,208
"11224","Southern Brooklyn",0,9,19,0,3,0
"10306","South Shore",0,9,19,0,4,0
"10005","Lower Manhattan",0,9,19,0,143,121
"11225","Flatbush",0,9,19,0,6,0
"10003","Lower East Side",0,9,19,0,797,796
"11226","Flatbush",0,9,19,0,10,0
"10307","South Shore",0,9,19,0,6,0
"11228","Southwest Brooklyn",0,9,19,0,2,0
"11229","Southern Brooklyn",0,9,19,0,3,0
"10010","Gramercy Park and Murray Hill",0,9,19,0,602,567
"10308","South Shore",0,9,19,0,5,0
"10036","Chelsea and Clinton",0,9,19,0,716,696
"10036","Chelsea and Clinton",0,9,19,0,716,696
"10019","Chelsea and Clinton",0,9,19,0,1196,1122
"11230","Borough Park",0,9,19,0,4,0
"10309","South Shore",0,9,19,0,4,0
"11231","Northwest Brooklyn",0,9,19,0,86,74
"11232","Sunset Park",0,9,19,0,3,0
"10310","Port Richmond",0,9,19,0,3,0
"11233","Central Brooklyn",0,9,19,0,6,0
"11234","Canarsie and Flatlands",0,9,19,0,2,0
"10037","Central Harlem",0,9,19,0,261,234
"10312","South Shore",0,9,19,0,4,0
"11235","Southern Brooklyn",0,9,19,0,11,1
"11236","Canarsie and Flatlands",0,9,19,0,2,0
"10020","Chelsea and Clinton",0,9,19,0,11,1
"11237","Bushwick and Williamsburg",0,9,19,0,12,3
"10314","Mid-Island",0,9,19,0,3,0
"11238","Central Brooklyn",0,9,19,0,32,27
"10451","High Bridge and Morrisania",0,9,19,0,24,14
"11239","Canarsie and Flatlands",0,9,19,0,2,0
"10038","Lower Manhattan",0,9,19,0,165,150
"10452","High Bridge and Morrisania",0,9,19,0,9,0
"11249","Northwest Brooklyn",0,9,19,0,24,17
"11251","Northwest Brooklyn",0,9,19,0,2,0
"11252","Flatbush",0,9,19,0,3,0
"11354","North Queens",0,9,19,0,6,0
"10453","Central Bronx",0,9,19,0,8,0
"10011","Chelsea and Clinton",0,9,19,0,906,982
"10039","Central Harlem",0,9,19,0,10,1
"11355","North Queens",0,9,19,0,2,0
"11356","North Queens",0,9,19,0,1,0
"10454","Hunts Point and Mott Haven",0,9,19,0,7,0
"11357","North Queens",0,9,19,0,2,0
"10021","Upper East Side",0,9,19,0,1036,942
"10455","Hunts Point and Mott Haven",0,9,19,0,8,1
"11358","North Queens",0,9,19,0,1,0
"11359","North Queens",0,9,19,0,4,0
"10040","Inwood and Washington Heights",0,9,19,0,15,6
"11360","North Queens",0,9,19,0,2,0
"11361","Northeast Queens",0,9,19,0,1,0
"10456","High Bridge and Morrisania",0,9,19,0,11,2
"11362","Northeast Queens",0,9,19,0,2,0
"11363","Northeast Queens",0,9,19,0,3,0
"10044","Upper East Side",0,9,19,0,1,0
"10457","Central Bronx",0,9,19,0,11,1
"11364","Northeast Queens",0,9,19,0,1,0
"10022","Gramercy Park and Murray Hill",0,9,19,0,859,740
"10458","Bronx Park and Fordham",0,9,19,0,13,5
"11365","Central Queens",0,9,19,0,1,0
"11366","Central Queens",0,9,19,0,1,0
"10459","Hunts Point and Mott Haven",0,9,19,0,4,0
"10048","Lower Manhattan",0,9,19,0,6,0
"11367","Central Queens",0,9,19,0,2,0
"11368","West Queens",0,9,19,0,17,7
"11369","West Queens",0,9,19,0,588,664
"10460","Central Bronx",0,9,19,0,7,0
"10461","Southeast Bronx",0,9,19,0,9,0
"10006","Lower Manhattan",0,9,19,0,46,34
"10065","Upper East Side",0,9,19,0,742,654
"10012","Greenwich Village and Soho",0,9,19,0,415,400
"10462","Southeast Bronx",0,9,19,0,10,0
"10023","Upper West Side",0,9,19,0,733,680
"10069","Upper West Side",0,9,19,0,35,26
"10463","Kingsbridge and Riverdale",0,9,19,0,10,0
"10024","Upper West Side",0,9,19,0,426,413
"10002","Lower East Side",0,9,19,0,223,208
"10464","Southeast Bronx",0,9,19,0,2,0
"10075","Upper East Side",0,9,19,0,300,260
"10465","Southeast Bronx",0,9,19,0,1,0
"10466","Northeast Bronx",0,9,19,0,1,0
"10001","Chelsea and Clinton",0,9,19,0,983,986
"10467","Bronx Park and Fordham",0,9,19,0,7,0
"10107","Chelsea and Clinton",0,9,19,0,3,0
"10468","Bronx Park and Fordham",0,9,19,0,12,1
"10025","Upper West Side",0,9,19,0,511,463
"10469","Northeast Bronx",0,9,19,0,2,0
"10112","Chelsea and Clinton",0,9,19,0,20,9
"10470","Northeast Bronx",0,9,19,0,1,0
"10471","Kingsbridge and Riverdale",0,9,19,0,2,0
"10472","Southeast Bronx",0,9,19,0,5,0
"10013","Greenwich Village and Soho",0,9,19,0,412,399
"10115","Upper West Side",0,9,19,0,2,0
"10473","Southeast Bronx",0,9,19,0,2,0
"10026","Central Harlem",0,9,19,0,100,88
"10474","Hunts Point and Mott Haven",0,9,19,0,1,0
"10124","Chelsea and Clinton",0,9,19,0,5,0
"10004","Lower Manhattan",0,9,19,0,69,66
"10475","Northeast Bronx",0,9,19,0,2,0
"11001","Southeast Queens",0,9,19,0,1,0
"11375","West Central Queens",0,10,19,0,49,34
"10153","Upper East Side",0,10,19,0,11,3
"11432","Jamaica",0,10,19,0,4,0
"11003","Southeast Queens",0,10,19,0,2,0
"11435","Jamaica",0,10,19,0,9,0
"11004","Southeast Queens",0,10,19,0,2,0
"11451","Jamaica",0,10,19,0,2,0
"10014","Greenwich Village and Soho",0,10,19,0,414,376
"11427","Southeast Queens",0,10,19,0,1,0
"10027","Central Harlem",0,10,19,0,125,114
"11430","JFK Airport",0,10,19,0,1197.69158873,1304.8333283
"11005","Southeast Queens",0,10,19,0,2,0
"11419","Southwest Queens",0,10,19,0,2,0
"10154","Upper East Side",0,10,19,0,11,1
"11439","Jamaica",0,10,19,0,3,0
"11101","Northwest Queens",0,10,19,0,86,77
"11372","West Queens",0,10,19,0,18,7
"10028","Upper East Side",0,10,19,0,532,497
"11422","Southeast Queens",0,10,19,0,1,0
"11102","Northwest Queens",0,10,19,0,32,22
"11414","Southwest Queens",0,10,19,0,1,0
"10004","Lower Manhattan",0,10,19,0,72,65
"11413","Southeast Queens",0,10,19,0,1,0
"11103","Northwest Queens",0,10,19,0,37,27
"11377","West Queens",0,10,19,0,53,40
"10155","Upper East Side",0,10,19,0,25,17
"11433","Jamaica",0,10,19,0,2,0
"11104","Northwest Queens",0,10,19,0,24,12
"11416","Southwest Queens",0,10,19,0,1,0
"10168","Chelsea and Clinton",0,10,19,0,13,5
"11420","Southwest Queens",0,10,19,0,2,0
"11105","Northwest Queens",0,10,19,0,14,5
"11379","West Central Queens",0,10,19,0,2,0
"10203","Lower Manhattan",0,10,19,0,5,0
"11374","West Central Queens",0,10,19,0,5,0
"10029","East Harlem",0,10,19,0,213,194
"11429","Southeast Queens",0,10,19,0,2,0
"11106","Northwest Queens",0,10,19,0,50,37
"11378","West Queens",0,10,19,0,3,0
"10016","Gramercy Park and Murray Hill",0,10,19,0,1087,980
"11426","Southeast Queens",0,10,19,0,1,0
"11120","Northwest Queens",0,10,19,0,2,0
"11385","West Central Queens",0,10,19,0,3,0
"11201","Northwest Brooklyn",0,10,19,0,166,150
"11434","Jamaica",0,10,19,0,2,0
"10030","Central Harlem",0,10,19,0,23,11
"11423","Jamaica",0,10,19,0,1,0
"11203","Flatbush",0,10,19,0,2,0
"11421","Southwest Queens",0,10,19,0,2,0
"10270","Lower Manhattan",0,10,19,0,12,4
"11428","Southeast Queens",0,10,19,0,2,0
"11204","Borough Park",0,10,19,0,2,0
"11417","Southwest Queens",0,10,19,0,1,0
"10275","Lower Manhattan",0,10,19,0,2,0
"11411","Southeast Queens",0,10,19,0,1,0
"11205","Northwest Brooklyn",0,10,19,0,35,24
"11436","Jamaica",0,10,19,0,2,0
"10017","Gramercy Park and Murray Hill",0,10,19,0,698,708
"11415","Southwest Queens",0,10,19,0,13,0
"11206","Bushwick and Williamsburg",0,10,19,0,14,6
"11412","Jamaica",0,10,19,0,1,0
"10009","Lower East Side",0,10,19,0,309,287
"11373","West Queens",0,10,19,0,45,31
"11207","East New York and New Lots",0,10,19,0,4,0
"11371","La Guardia Airport",0,10,19,0,54,45
"10278","Lower Manhattan",0,10,19,0,3,0
"11418","Southwest Queens",0,10,19,0,1,0
"10031","Inwood and Washington Heights",0,10,19,0,54,34
"11208","East New York and New Lots",0,10,19,0,1,0
"10280","Lower Manhattan",0,10,19,0,40,26
"11209","Southwest Brooklyn",0,10,19,0,3,0
"10281","Lower Manhattan",0,10,19,0,34,24
"11210","Flatbush",0,10,19,0,2,0
"11211","Greenpoint",0,10,19,0,58,45
"10032","Inwood and Washington Heights",0,10,19,0,46,35
"11212","Central Brooklyn",0,10,19,0,2,0
"10282","Lower Manhattan",0,10,19,0,64,55
"11213","Central Brooklyn",0,10,19,0,6,0
"11214","Southwest Brooklyn",0,10,19,0,2,0
"10301","Stapleton and St. George",0,10,19,0,1,0
"11215","Northwest Brooklyn",0,10,19,0,37,27
"10033","Inwood and Washington Heights",0,10,19,0,25,16
"10001","Chelsea and Clinton",0,10,19,0,979,992
"11216","Central Brooklyn",0,10,19,0,17,10
"10302","Port Richmond",0,10,19,0,3,0
"11217","Northwest Brooklyn",0,10,19,0,51,43
"10018","Chelsea and Clinton",0,10,19,0,562,513
"11218","Borough Park",0,10,19,0,4,0
"10303","Port Richmond",0,10,19,0,1,0
"11219","Borough Park",0,10,19,0,3,0
"11220","Sunset Park",0,10,19,0,2,0
"10034","Inwood and Washington Heights",0,10,19,0,21,14
"10304","Stapleton and St. George",0,10,19,0,2,0
"11221","Bushwick and Williamsburg",0,10,19,0,11,2
"11222","Greenpoint",0,10,19,0,39,28
"10305","Stapleton and St. George",0,10,19,0,1,0
"10019","Chelsea and Clinton",0,10,19,0,1135,1041
"11223","Southern Brooklyn",0,10,19,0,3,0
"10010","Gramercy Park and Murray Hill",0,10,19,0,541,486
"10306","South Shore",0,10,19,0,3,0
"11224","Southern Brooklyn",0,10,19,0,2,0
"10005","Lower Manhattan",0,10,19,0,124,98
"11225","Flatbush",0,10,19,0,4,0
"10035","East Harlem",0,10,19,0,233,213
"11226","Flatbush",0,10,19,0,6,0
"10307","South Shore",0,10,19,0,4,0
"11228","Southwest Brooklyn",0,10,19,0,2,0
"11229","Southern Brooklyn",0,10,19,0,2,0
"10308","South Shore",0,10,19,0,4,0
"11230","Borough Park",0,10,19,0,4,0
"11231","Northwest Brooklyn",0,10,19,0,73,67
"10309","South Shore",0,10,19,0,3,0
"10036","Chelsea and Clinton",0,10,19,0,684,629
"10036","Chelsea and Clinton",0,10,19,0,684,629
"11232","Sunset Park",0,10,19,0,3,0
"10310","Port Richmond",0,10,19,0,3,0
"11233","Central Brooklyn",0,10,19,0,4,0
"10020","Chelsea and Clinton",0,10,19,0,12,3
"11234","Canarsie and Flatlands",0,10,19,0,2,0
"10312","South Shore",0,10,19,0,3,0
"11235","Southern Brooklyn",0,10,19,0,8,0
"11236","Canarsie and Flatlands",0,10,19,0,2,0
"10037","Central Harlem",0,10,19,0,253,227
"11237","Bushwick and Williamsburg",0,10,19,0,10,1
"10314","Mid-Island",0,10,19,0,2,0
"11238","Central Brooklyn",0,10,19,0,27,20
"10003","Lower East Side",0,10,19,0,711,655
"11239","Canarsie and Flatlands",0,10,19,0,2,0
"10451","High Bridge and Morrisania",0,10,19,0,22,11
"10011","Chelsea and Clinton",0,10,19,0,777,706
"11249","Northwest Brooklyn",0,10,19,0,18,13
"11251","Northwest Brooklyn",0,10,19,0,1,0
"10452","High Bridge and Morrisania",0,10,19,0,7,0
"10038","Lower Manhattan",0,10,19,0,145,127
"11252","Flatbush",0,10,19,0,2,0
"11354","North Queens",0,10,19,0,6,0
"10021","Upper East Side",0,10,19,0,877,805
"10453","Central Bronx",0,10,19,0,6,0
"11355","North Queens",0,10,19,0,3,0
"10039","Central Harlem",0,10,19,0,10,0
"11356","North Queens",0,10,19,0,1,0
"10454","Hunts Point and Mott Haven",0,10,19,0,5,0
"11357","North Queens",0,10,19,0,1,0
"11358","North Queens",0,10,19,0,2,0
"10455","Hunts Point and Mott Haven",0,10,19,0,7,0
"11359","North Queens",0,10,19,0,3,0
"10040","Inwood and Washington Heights",0,10,19,0,16,5
"11360","North Queens",0,10,19,0,1,0
"11370","West Queens",0,10,19,0,8,0
"10456","High Bridge and Morrisania",0,10,19,0,8,0
"11361","Northeast Queens",0,10,19,0,1,0
"11362","Northeast Queens",0,10,19,0,2,0
"10044","Upper East Side",0,10,19,0,1,0
"10022","Gramercy Park and Murray Hill",0,10,19,0,839,763
"11363","Northeast Queens",0,10,19,0,2,0
"10457","Central Bronx",0,10,19,0,7,0
"11364","Northeast Queens",0,10,19,0,1,0
"10458","Bronx Park and Fordham",0,10,19,0,12,1
"11365","Central Queens",0,10,19,0,1,0
"11366","Central Queens",0,10,19,0,1,0
"10002","Lower East Side",0,10,19,0,213,201
"10459","Hunts Point and Mott Haven",0,10,19,0,3,0
"11367","Central Queens",0,10,19,0,2,0
"10006","Lower Manhattan",0,10,19,0,43,34
"11368","West Queens",0,10,19,0,17,5
"10460","Central Bronx",0,10,19,0,5,0
"10048","Lower Manhattan",0,10,19,0,7,0
"11369","West Queens",0,10,19,0,626,682
"10461","Southeast Bronx",0,10,19,0,9,0
"10462","Southeast Bronx",0,10,19,0,8,0
"10065","Upper East Side",0,10,19,0,683,603
"10023","Upper West Side",0,10,19,0,707,658
"10069","Upper West Side",0,10,19,0,32,24
"10463","Kingsbridge and Riverdale",0,10,19,0,8,0
"10464","Southeast Bronx",0,10,19,0,2,0
"10465","Southeast Bronx",0,10,19,0,1,0
"10075","Upper East Side",0,10,19,0,293,259
"10024","Upper West Side",0,10,19,0,436,431
"10466","Northeast Bronx",0,10,19,0,1,0
"10012","Greenwich Village and Soho",0,10,19,0,390,363
"10467","Bronx Park and Fordham",0,10,19,0,6,0
"10107","Chelsea and Clinton",0,10,19,0,2,0
"10468","Bronx Park and Fordham",0,10,19,0,7,0
"10112","Chelsea and Clinton",0,10,19,0,20,8
"10469","Northeast Bronx",0,10,19,0,2,0
"10470","Northeast Bronx",0,10,19,0,1,0
"10025","Upper West Side",0,10,19,0,458,417
"10471","Kingsbridge and Riverdale",0,10,19,0,2,0
"10115","Upper West Side",0,10,19,0,1,0
"10472","Southeast Bronx",0,10,19,0,3,0
"10473","Southeast Bronx",0,10,19,0,2,0
"10013","Greenwich Village and Soho",0,10,19,0,395,374
"10124","Chelsea and Clinton",0,10,19,0,4,0
"10474","Hunts Point and Mott Haven",0,10,19,0,1,0
"10026","Central Harlem",0,10,19,0,75,64
"10475","Northeast Bronx",0,10,19,0,2,0
"10128","Upper East Side",0,10,19,0,537,471
"10007","Lower Manhattan",0,10,19,0,170,155
"11001","Southeast Queens",0,10,19,0,1,0
"11426","Southeast Queens",0,11,20,0,1,0
"10027","Central Harlem",0,11,20,0,125,114
"11375","West Central Queens",0,11,20,0,44,29
"11001","Southeast Queens",0,11,20,0,1,0
"11451","Jamaica",0,11,20,0,2,0
"10153","Upper East Side",0,11,20,0,13,3
"11418","Southwest Queens",0,11,20,0,2,0
"11003","Southeast Queens",0,11,20,0,2,0
"11432","Jamaica",0,11,20,0,4,0
"10002","Lower East Side",0,11,20,0,198,179
"11412","Jamaica",0,11,20,0,1,0
"10007","Lower Manhattan",0,11,20,0,171,160
"11414","Southwest Queens",0,11,20,0,1,0
"11004","Southeast Queens",0,11,20,0,2,0
"11433","Jamaica",0,11,20,0,2,0
"10154","Upper East Side",0,11,20,0,13,2
"11420","Southwest Queens",0,11,20,0,1,0
"10014","Greenwich Village and Soho",0,11,20,0,384,345
"11427","Southeast Queens",0,11,20,0,2,0
"10028","Upper East Side",0,11,20,0,547,507
"11435","Jamaica",0,11,20,0,9,0
"11005","Southeast Queens",0,11,20,0,2,0
"11416","Southwest Queens",0,11,20,0,1,0
"11101","Northwest Queens",0,11,20,0,93,83
"11430","JFK Airport",0,11,20,0,1372.73622327,1477.9867983
"11102","Northwest Queens",0,11,20,0,30,18
"11374","West Central Queens",0,11,20,0,5,0
"10155","Upper East Side",0,11,20,0,26,14
"11419","Southwest Queens",0,11,20,0,2,0
"11103","Northwest Queens",0,11,20,0,36,25
"11434","Jamaica",0,11,20,0,2,0
"11104","Northwest Queens",0,11,20,0,23,8
"11439","Jamaica",0,11,20,0,3,0
"10029","East Harlem",0,11,20,0,211,190
"11385","West Central Queens",0,11,20,0,3,0
"10168","Chelsea and Clinton",0,11,20,0,12,3
"11423","Jamaica",0,11,20,0,2,0
"10004","Lower Manhattan",0,11,20,0,87,76
"11415","Southwest Queens",0,11,20,0,14,0
"11105","Northwest Queens",0,11,20,0,14,3
"11372","West Queens",0,11,20,0,18,6
"10203","Lower Manhattan",0,11,20,0,5,0
"11428","Southeast Queens",0,11,20,0,2,0
"11106","Northwest Queens",0,11,20,0,47,33
"11378","West Queens",0,11,20,0,3,0
"11120","Northwest Queens",0,11,20,0,2,0
"11421","Southwest Queens",0,11,20,0,2,0
"11201","Northwest Brooklyn",0,11,20,0,158,134
"11373","West Queens",0,11,20,0,51,38
"11203","Flatbush",0,11,20,0,2,0
"11379","West Central Queens",0,11,20,0,2,0
"10270","Lower Manhattan",0,11,20,0,11,0
"11422","Southeast Queens",0,11,20,0,1,0
"10016","Gramercy Park and Murray Hill",0,11,20,0,1055,959
"11436","Jamaica",0,11,20,0,3,0
"11204","Borough Park",0,11,20,0,2,0
"11429","Southeast Queens",0,11,20,0,2,0
"10030","Central Harlem",0,11,20,0,20,7
"11411","Southeast Queens",0,11,20,0,1,0
"11205","Northwest Brooklyn",0,11,20,0,34,19
"11417","Southwest Queens",0,11,20,0,2,0
"10275","Lower Manhattan",0,11,20,0,2,0
"11413","Southeast Queens",0,11,20,0,1,0
"11206","Bushwick and Williamsburg",0,11,20,0,15,4
"11377","West Queens",0,11,20,0,52,39
"10278","Lower Manhattan",0,11,20,0,3,0
"11207","East New York and New Lots",0,11,20,0,5,0
"11208","East New York and New Lots",0,11,20,0,1,0
"10009","Lower East Side",0,11,20,0,273,241
"10031","Inwood and Washington Heights",0,11,20,0,45,30
"10280","Lower Manhattan",0,11,20,0,37,24
"11209","Southwest Brooklyn",0,11,20,0,3,0
"11210","Flatbush",0,11,20,0,3,0
"10017","Gramercy Park and Murray Hill",0,11,20,0,701,704
"10281","Lower Manhattan",0,11,20,0,43,28
"11211","Greenpoint",0,11,20,0,54,39
"11212","Central Brooklyn",0,11,20,0,2,0
"10282","Lower Manhattan",0,11,20,0,60,43
"11213","Central Brooklyn",0,11,20,0,6,0
"10032","Inwood and Washington Heights",0,11,20,0,46,34
"11214","Southwest Brooklyn",0,11,20,0,2,0
"10301","Stapleton and St. George",0,11,20,0,1,0
"11215","Northwest Brooklyn",0,11,20,0,35,24
"10033","Inwood and Washington Heights",0,11,20,0,23,14
"11216","Central Brooklyn",0,11,20,0,17,8
"10302","Port Richmond",0,11,20,0,3,0
"11217","Northwest Brooklyn",0,11,20,0,49,41
"11218","Borough Park",0,11,20,0,4,0
"10303","Port Richmond",0,11,20,0,1,0
"11219","Borough Park",0,11,20,0,2,0
"11220","Sunset Park",0,11,20,0,2,0
"10018","Chelsea and Clinton",0,11,20,0,563,536
"11221","Bushwick and Williamsburg",0,11,20,0,11,0
"10034","Inwood and Washington Heights",0,11,20,0,23,13
"10304","Stapleton and St. George",0,11,20,0,2,0
"11222","Greenpoint",0,11,20,0,36,21
"10035","East Harlem",0,11,20,0,252,240
"10305","Stapleton and St. George",0,11,20,0,1,0
"11223","Southern Brooklyn",0,11,20,0,3,0
"10306","South Shore",0,11,20,0,3,0
"11224","Southern Brooklyn",0,11,20,0,4,0
"11225","Flatbush",0,11,20,0,5,0
"11226","Flatbush",0,11,20,0,5,0
"11228","Southwest Brooklyn",0,11,20,0,2,0
"10307","South Shore",0,11,20,0,5,0
"11229","Southern Brooklyn",0,11,20,0,2,0
"10010","Gramercy Park and Murray Hill",0,11,20,0,535,470
"11230","Borough Park",0,11,20,0,3,0
"10019","Chelsea and Clinton",0,11,20,0,1114,1047
"10036","Chelsea and Clinton",0,11,20,0,661,601
"10036","Chelsea and Clinton",0,11,20,0,661,601
"10308","South Shore",0,11,20,0,4,0
"11231","Northwest Brooklyn",0,11,20,0,53,46
"10309","South Shore",0,11,20,0,3,0
"11232","Sunset Park",0,11,20,0,4,0
"10310","Port Richmond",0,11,20,0,3,0
"11233","Central Brooklyn",0,11,20,0,4,0
"11234","Canarsie and Flatlands",0,11,20,0,2,0
"10005","Lower Manhattan",0,11,20,0,127,101
"11235","Southern Brooklyn",0,11,20,0,7,0
"10312","South Shore",0,11,20,0,3,0
"10020","Chelsea and Clinton",0,11,20,0,15,4
"11236","Canarsie and Flatlands",0,11,20,0,2,0
"11237","Bushwick and Williamsburg",0,11,20,0,8,0
"10037","Central Harlem",0,11,20,0,267,239
"10314","Mid-Island",0,11,20,0,2,0
"11238","Central Brooklyn",0,11,20,0,25,14
"11239","Canarsie and Flatlands",0,11,20,0,2,0
"10451","High Bridge and Morrisania",0,11,20,0,22,10
"11249","Northwest Brooklyn",0,11,20,0,19,9
"10038","Lower Manhattan",0,11,20,0,145,146
"11251","Northwest Brooklyn",0,11,20,0,2,0
"10452","High Bridge and Morrisania",0,11,20,0,8,0
"11252","Flatbush",0,11,20,0,2,0
"10011","Chelsea and Clinton",0,11,20,0,747,649
"10039","Central Harlem",0,11,20,0,8,0
"10453","Central Bronx",0,11,20,0,5,0
"11354","North Queens",0,11,20,0,8,0
"10021","Upper East Side",0,11,20,0,855,792
"11355","North Queens",0,11,20,0,4,0
"10454","Hunts Point and Mott Haven",0,11,20,0,5,0
"11356","North Queens",0,11,20,0,2,0
"11357","North Queens",0,11,20,0,1,0
"10455","Hunts Point and Mott Haven",0,11,20,0,7,0
"11358","North Queens",0,11,20,0,2,0
"11359","North Queens",0,11,20,0,3,0
"11360","North Queens",0,11,20,0,1,0
"11370","West Queens",0,11,20,0,7,0
"10022","Gramercy Park and Murray Hill",0,11,20,0,918,878
"10456","High Bridge and Morrisania",0,11,20,0,9,0
